item_name,synonym
PVC Union,pvc union
PVC pipe,pvc pipe
PVC pipe and fitting,pvc pipe and fitting
PVC pipe and fittings,pvc pipe and fittings
PVC piping,pvc piping
PVC primer and cement,pvc primer and cement
Pieza of PVC wall,pieza of pvc wall
Pipe sealant,pipe sealant
"Pipes, elbows, fittings, and couplings","pipes, elbows, fittings, and couplings"
Piping,piping
Piping and couplings,piping and couplings
Plastic,plastic
Plastic Baffle Insert,plastic baffle insert
Plastic Sheeting,plastic sheeting
Plumbers pipe dope 20oz.,plumbers pipe dope 20oz.
Plumbing Bladder,plumbing bladder
Plumbing machine,plumbing machine
Plunger,plunger
Post Treatment,post treatment
Pre Treatment,pre treatment
"Pressure Assist Toilet-ADA Compliant, Elongated, Two Piece (tank & bowl), American Standard, Tank Model# K4645 series, Bowl Model# K4304 series-2 ea","pressure assist toilet-ada compliant, elongated, two piece (tank & bowl), american standard, tank model# k4645 series, bowl model# k4304 series-2 ea"
Pressure Assisted Gasket Flushmate 503,pressure assisted gasket flushmate 503
Pressure Cleaning,pressure cleaning
"Pressure Treated Post-4"" x 4"" x 8'","pressure treated post-4"" x 4"" x 8'"
"Pressure Vacuum Breaker 1.5""","pressure vacuum breaker 1.5"""
Primer and glue,primer and glue
Proflo elongated toilet seat,proflo elongated toilet seat
Proflo toilet handle,proflo toilet handle
Propress Fitting,propress fitting
Ptrap,ptrap
Pull and reset,pull and reset
Pull reset toilet,pull reset toilet
Pull/reset urinal,pull/reset urinal
Pulling toilet,pulling toilet
Pump Float,pump float
Pump Float-2 ea,pump float-2 ea
Pump Float:  208-230 V-2 ea,pump float:  208-230 v-2 ea
Pump Float:  230 V-2 ea,pump float:  230 v-2 ea
Pump float switch,pump float switch
Pump grinder,pump grinder
Pump truck,pump truck
Pvc glue,pvc glue
Pvc primer,pvc primer
Quikrete 80 lb. Concrete Mix,quikrete 80 lb. concrete mix
Quoted job,quoted job
REMOVING EQUIPMENT,removing equipment
Rapid set non-shrinkable waterproof,rapid set non-shrinkable waterproof
Rebuild Kit,rebuild kit
Rebuild Kits,rebuild kits
Rebuild its,rebuild its
Rebuild kit commercial,rebuild kit commercial
Rebuild koits,rebuild koits
Remove and reset of toilet,remove and reset of toilet
Repair,repair
Replaced Pee Trap,replaced pee trap
Replacement Ring (Polyethylene Flange),replacement ring (polyethylene flange)
Replacement sensor assembly,replacement sensor assembly
Reseal Kit,reseal kit
Reset Kit,reset kit
Reset Pump,reset pump
Roof Access,roof access
SEWER CAP,sewer cap
SIMPLE DRAIN 1.25 in. Rubber Threaded P-Trap Bathroom Single Sink Drain Kit,simple drain 1.25 in. rubber threaded p-trap bathroom single sink drain kit
SLOAN 3323192 V551A Vacuum Breaker Repair Kit for V500A,sloan 3323192 v551a vacuum breaker repair kit for v500a
SLOAN B-50-A Royal Flush Valve Handle Repair Kit,sloan b-50-a royal flush valve handle repair kit
"SLOAN Optima Plus Series EBV-1022-A, 3325000, 1.0 and 1.5 GPF Flex Tube Diaphragm Kit","sloan optima plus series ebv-1022-a, 3325000, 1.0 and 1.5 gpf flex tube diaphragm kit"
STARK USA 250-Watt Commercial Sewer Snake Drill Drain Cleaning Machine with 50 ft. Reinforced Cable and 4-Cutter Attachments,stark usa 250-watt commercial sewer snake drill drain cleaning machine with 50 ft. reinforced cable and 4-cutter attachments
Sanitation Supplies,sanitation supplies
"Schedule 40 PVC Pipe-1 1/4"" x 10'","schedule 40 pvc pipe-1 1/4"" x 10'"
"Schedule 40 PVC Pipe-4"" x 10'","schedule 40 pvc pipe-4"" x 10'"
"Schedule 40 PVC Pipe-4"" x 10'-3 ea","schedule 40 pvc pipe-4"" x 10'-3 ea"
Schneider Electric LC1D25G7 Tesys D Iec Contactor,schneider electric lc1d25g7 tesys d iec contactor
Seal,seal
Seal and Gasket,seal and gasket
Sealant,sealant
Sealant and binder,sealant and binder
Sealant and thread tape,sealant and thread tape
Sensor style flush valve,sensor style flush valve
Septic Diagnosis,septic diagnosis
Septic Pump Truck,septic pump truck
Septic Repair,septic repair
Septic filter,septic filter
Septic filter (B0184VYXUE),septic filter (b0184vyxue)
Septic filter (Bo184Vyxue),septic filter (bo184vyxue)
Septic filter assembly (B0184VYXUE),septic filter assembly (b0184vyxue)
Septic pump flat rate,septic pump flat rate
Septic repair kit,septic repair kit
Septic service,septic service
Sequentia 48-in x 96-in Embossed White Fiberglass reinforced plastic (FRP) Wall Panel ( 32-sq ft ),sequentia 48-in x 96-in embossed white fiberglass reinforced plastic (frp) wall panel ( 32-sq ft )
Service Cap Heads,service cap heads
Service Charge-Pump Truck,service charge-pump truck
Service Charges-150' Sewer Auger,service charges-150' sewer auger
Service sewer call,service sewer call
"Sewage Pump 1/2hp, 2"" discharge","sewage pump 1/2hp, 2"" discharge"
Sewage Pump Replacement,sewage pump replacement
Sewage Tank Filter,sewage tank filter
Sewer Clean up,sewer clean up
Sewer Drain Cleaning,sewer drain cleaning
Sewer Main Repair,sewer main repair
Sewer Treatment,sewer treatment
Sewer service  call,sewer service  call
Sewer waste cleanup,sewer waste cleanup
SharkBite 1/2 in. Push-to-Connect Brass Coupling Fitting,sharkbite 1/2 in. push-to-connect brass coupling fitting
Sharkbite 3/4 coupling,sharkbite 3/4 coupling
Shoulder bolt,shoulder bolt
Shoulder bolts,shoulder bolts
Shut off Valve,shut off valve
Silicone,silicone
Silicone- 10 oz tube,silicone- 10 oz tube
Silicone-10oz tube,silicone-10oz tube
Simple Green,simple green
Sink Faucet,sink faucet
Sink Flange set,sink flange set
Sloan  Handle Repair Kit,sloan  handle repair kit
Sloan Auto(Sensor) Flush Valve Retrofit Kit,sloan auto(sensor) flush valve retrofit kit
"Sloan EBV-500-A Exposed Side Mount Sensor Urinal/Water Closet Retrofit Flushometer | Battery Powered, 3 Year Battery Life, with 72 Hour Sentinel Flush, 3325500","sloan ebv-500-a exposed side mount sensor urinal/water closet retrofit flushometer | battery powered, 3 year battery life, with 72 hour sentinel flush, 3325500"
Sloan Flush Sensor,sloan flush sensor
Sloan Flushmate 503 Cartridge,sloan flushmate 503 cartridge
Sloan G2 Auto(Sensor) Flush Valve,sloan g2 auto(sensor) flush valve
Sloan Manual Flush Valve,sloan manual flush valve
Sloan Royal Flushometer,sloan royal flushometer
Sloan Spud Coupling Assembly,sloan spud coupling assembly
Sloan Vacuum Breaker,sloan vacuum breaker
Sloan handle,sloan handle
Sloan valve rebuild,sloan valve rebuild
Slop Sink,slop sink
Small Drain Machine,small drain machine
Smarter Flush 2 in. Dual Flush Complete Replacement Kit with Handle,smarter flush 2 in. dual flush complete replacement kit with handle
SnappyTrap Universal Drain Kit for Bathroom Sinks,snappytrap universal drain kit for bathroom sinks
Soil,soil
Solenoid  switch,solenoid  switch
Soot filter,soot filter
Specialty Bolts,specialty bolts
Spud,spud
Spud Gasket,spud gasket
Spud Nut & Flange,spud nut & flange
Spud coupling kit,spud coupling kit
Spud coupling seal kit,spud coupling seal kit
Spud kit,spud kit
Spud seal kit,spud seal kit
Stainless Steel Chain with Shackles,stainless steel chain with shackles
Steel Drain Cover 12'x24',steel drain cover 12'x24'
Stool bolts,stool bolts
Stool schims,stool schims
Strainers,strainers
Sulfuric Acid Drain Opener and smell removal,sulfuric acid drain opener and smell removal
Sulfuric acid,sulfuric acid
Sump pump with float switch,sump pump with float switch
Super Glue,super glue
Super plunger/ snack/ pump25ft,super plunger/ snack/ pump25ft
Supply Hoses,supply hoses
Supply Line,supply line
Supply Line for Faucet,supply line for faucet
Supply Line for Toilet,supply line for toilet
Supply lines,supply lines
T-Bolts,t-bolts
T-Valve,t-valve
THHN Wire,thhn wire
TOUGH GUY Portable Toilet Deodorizer: Jug,tough guy portable toilet deodorizer: jug
Tank bolts,tank bolts
Tank lever,tank lever
Tank rebuild kit,tank rebuild kit
Tank to Bowl Gasket with Tank Bolts,tank to bowl gasket with tank bolts
Tank to bowl gasket,tank to bowl gasket
Tank-to-bowl gasket,tank-to-bowl gasket
Tapcons,tapcons
Tape,tape
Tarp and Plastic,tarp and plastic
Temperature Pressure valve,temperature pressure valve
The Plumber's Choice 1/2 in. IPS x 3/8 in. Compression x 20 in. Braided Faucet Supply Connector (2-Pack),the plumber's choice 1/2 in. ips x 3/8 in. compression x 20 in. braided faucet supply connector (2-pack)
Thread Sealant,thread sealant
Time,time
Time difference rate,time difference rate
Time on site (Regular rate),time on site (regular rate)
Titebond Polymer-based Brown Multi-use Interior/Exterior Construction Adhesive ( 10-fl oz Fluid Oz) 12 -Pack,titebond polymer-based brown multi-use interior/exterior construction adhesive ( 10-fl oz fluid oz) 12 -pack
Toilet,toilet
Toilet Bolt Set,toilet bolt set
Toilet Bolts,toilet bolts
Toilet Fill and Drain Kit,toilet fill and drain kit
Toilet Fill valve,toilet fill valve
Toilet Flange,toilet flange
Toilet Flange Bolts,toilet flange bolts
Toilet Flange Repair Plate,toilet flange repair plate
Toilet Flange Replacement Ring,toilet flange replacement ring
Toilet Gasket for 2 in. Flush Valves,toilet gasket for 2 in. flush valves
Toilet Handle,toilet handle
Toilet Installation Kit,toilet installation kit
Toilet Plunger,toilet plunger
Toilet Rebuild,toilet rebuild
Toilet Rebuild Kit,toilet rebuild kit
Toilet Removal & Reinstallation Supplies,toilet removal & reinstallation supplies
Toilet Reset,toilet reset
Toilet Reset Kit,toilet reset kit
Toilet Seat,toilet seat
Toilet Spud,toilet spud
Toilet Suplly Hose,toilet suplly hose
Toilet Tank Rebuild Kit,toilet tank rebuild kit
Toilet Wax Ring,toilet wax ring
Toilet flapper,toilet flapper
Toilet flush valve,toilet flush valve
Toilet handle chain,toilet handle chain
Toilet handles,toilet handles
Toilet hardware rebuild kit,toilet hardware rebuild kit
Toilet opener,toilet opener
Toilet rebuilt kit,toilet rebuilt kit
Toilet repair flange,toilet repair flange
Toilet repair kit,toilet repair kit
Toilet screws and wall screws,toilet screws and wall screws
Toilet shims,toilet shims
Toilet supply,toilet supply
Toilet tank,toilet tank
Toilet tank filler,toilet tank filler
Toilet tank flap,toilet tank flap
Toilet tank rebuilt kit,toilet tank rebuilt kit
Toilet valve,toilet valve
Toilet valve replaced,toilet valve replaced
Toilet water water,toilet water water
Toilet wax,toilet wax
Toliet leak fixed,toliet leak fixed
Total,total
Toto automatic flush valve,toto automatic flush valve
Toto flush master kit,toto flush master kit
Trap seal,trap seal
Trash pump out,trash pump out
Trup,trup
Twist and set flange,twist and set flange
Two camera service,two camera service
Urinal,urinal
Urinal Drain Gasket,urinal drain gasket
Urinal Flange,urinal flange
Urinal Flange Kit,urinal flange kit
Urinal Flush Valve,urinal flush valve
Urinal Reset Kit,urinal reset kit
Urinal Salt remover,urinal salt remover
Urinal Seal,urinal seal
Urinal Splash/Calcium Mat,urinal splash/calcium mat
Urinal cake,urinal cake
Urinal drain screens,urinal drain screens
Urinal drain seal,urinal drain seal
Urinal gasket,urinal gasket
Urinal seal gasket,urinal seal gasket
V-651-A vacuum breaker,v-651-a vacuum breaker
VOID,void
VOID- moved to equipment line,void- moved to equipment line
Vac Breaker,vac breaker
Vacuum Breaker,vacuum breaker
Vacuum beaker,vacuum beaker
Vacuum break repair kit,vacuum break repair kit
Vacuum breaker tube,vacuum breaker tube
Valve and o ring set,valve and o ring set
Valve o ring  set and screw set,valve o ring  set and screw set
Valve set with ring,valve set with ring
VorMax 2-Piece 1.28 gpf/4.8 Lpf Chair Height Elongated Toilet Less Seat (White),vormax 2-piece 1.28 gpf/4.8 lpf chair height elongated toilet less seat (white)
Waerproof sealant and thread tape,waerproof sealant and thread tape
Water Cooler Drain Assembly,water cooler drain assembly
Water control diaphragm,water control diaphragm
Water valve key,water valve key
Watts 1/2 in. Brass FIP x FIP Full Port Threaded Ball Valve,watts 1/2 in. brass fip x fip full port threaded ball valve
Wax Ring,wax ring
Wax Ring flange caulk other needed parts,wax ring flange caulk other needed parts
Wax Ring kit,wax ring kit
Wax Ring t bolts,wax ring t bolts
Wax Ring-2 ea,wax ring-2 ea
Wax Rings,wax rings
Wax ring / Accessories kits,wax ring / accessories kits
Wax ring and T Bolts,wax ring and t bolts
Wax ring and closet bolts,wax ring and closet bolts
Wax ring and toilet bolt,wax ring and toilet bolt
Wax seal,wax seal
Weatherproof Junction Box,weatherproof junction box
Weed Fabric,weed fabric
Western toilet replacement lid,western toilet replacement lid
Wet vacuum,wet vacuum
Wilkin's Vacuum Breaker,wilkin's vacuum breaker
Wire and electrical components,wire and electrical components
"Wire, sealtite, fitting, wire nuts ect.","wire, sealtite, fitting, wire nuts ect."
Zurn p6003-yc sweat solder kit and hardware,zurn p6003-yc sweat solder kit and hardware
acid,acid
ad,ad
approved,approved
approved fr,approved fr
approved quote,approved quote
approved work,approved work
backfill gravel/ dirt,backfill gravel/ dirt
billed for incurred,billed for incurred
brass flange,brass flange
cable machine,cable machine
caulk/t bolts,caulk/t bolts
caulking/wax ring,caulking/wax ring
caution tape,caution tape
cleaner,cleaner
cleaning products,cleaning products
clenaup,clenaup
commercial drain assembly,commercial drain assembly
commercial flush handle,commercial flush handle
commercial sink,commercial sink
concrete,concrete
copper fittings and pipe,copper fittings and pipe
coupling,coupling
cut out flange and replace with new flange,cut out flange and replace with new flange
descaler,descaler
dnb,dnb
drained tank,drained tank
dye test,dye test
excavation line repair,excavation line repair
f,f
"fill valve, flapper, supply line + additional","fill valve, flapper, supply line + additional"
float replacement,float replacement
gaskets and sealants,gaskets and sealants
grass seed,grass seed
handle,handle
hay,hay
j,j
jetting service,jetting service
kholer basket strainer,kholer basket strainer
mainline cleaner,mainline cleaner
masonry kit,masonry kit
master kit for toilet,master kit for toilet
missing lbr,missing lbr
missing rate,missing rate
mixing valve o ring,mixing valve o ring
motor capacitor,motor capacitor
moved to equipment,moved to equipment
moved to equipment line,moved to equipment line
nader NDB2-63-C4-2 septic breaker,nader ndb2-63-c4-2 septic breaker
new pipes and mounting hardware (tail piece ),new pipes and mounting hardware (tail piece )
no,no
none,none
oo,oo
paid,paid
pex cuppling,pex cuppling
pex pipe,pex pipe
pex piping,pex piping
pipe dope,pipe dope
pipe fittings,pipe fittings
pipe thread sealant,pipe thread sealant
plumbing work,plumbing work
pro 45 rebuild kit,pro 45 rebuild kit
pump,pump
pvc fittings and pipe,pvc fittings and pipe
quoted work,quoted work
quoted work to replace the pump,quoted work to replace the pump
re-var,re-var
remove,remove
removed - move to equipment,removed - move to equipment
removing equipment #2,removing equipment #2
removing equipment 2,removing equipment 2
removing equipment from material line,removing equipment from material line
removing material,removing material
reset kit 1,reset kit 1
sand,sand
"screws, glue and bits for drilling","screws, glue and bits for drilling"
seal and bolts,seal and bolts
seals,seals
septic full,septic full
shims,shims
shutoff,shutoff
silacone,silacone
sink repair,sink repair
sloan battery powered flush valve,sloan battery powered flush valve
sloan valve reapir kit,sloan valve reapir kit
sump pump,sump pump
tan to bowl bolts,tan to bowl bolts
teflon tape,teflon tape
time on site,time on site
toilet reset & ORing,toilet reset & oring
toilet water line kit,toilet water line kit
toto flush valve kit,toto flush valve kit
trash bags,trash bags
void line item,void line item
water lines,water lines
waterproof sealant,waterproof sealant
wax,wax
wax ring and bolts,wax ring and bolts
wax ring/t bolts,wax ring/t bolts
wood screws,wood screws
zurd flush valve kit,zurd flush valve kit
Additional Time for Plumber,additional time for plumber
Admin,admin
Apprentice,apprentice
Auger,auger
Auger 100 Ft Cable,auger 100 ft cable
Auger 150 Ft Cable,auger 150 ft cable
CC matching,cc matching
Cable,cable
Clean up,clean up
Cleanup,cleanup
Commercial sprayer,commercial sprayer
Crimp Tool,crimp tool
Drain Cleaning Machine,drain cleaning machine
Drain Machine,drain machine
Drain auger,drain auger
Drill,drill
Drill bit,drill bit
Drina,drina
Drive time and fuel,drive time and fuel
Hammer drill,hammer drill
Hydro Jetter,hydro jetter
Hydro Jetter Large,hydro jetter large
Hydro Jetter Small,hydro jetter small
Hydro jet,hydro jet
Jet Truck,jet truck
Jetter,jetter
Jettter,jettter
LBR 2ndTRP,lbr 2ndtrp
Leak Detector,leak detector
Pipe,pipe
Plumbing Repairs,plumbing repairs
ProPress,propress
Propress machine,propress machine
RATE-TO CORRECT TIME ONSITE,rate-to correct time onsite
Rate,rate
Removing,removing
Ridgid K400,ridgid k400
Sealing materials,sealing materials
Service,service
Sewer Machine,sewer machine
